url,image_url,brand,release_date,discontinued,overseas,summary,factory_finish,coverstock,coverstock_description,coverstock_type,core,core_summary,core_type,spec_12,spec_13,spec_14,spec_15,spec_16
https://www.bowwwl.com/bowling-ball-database/dv8/damn-good-verge-pearl,/sites/default/files/styles/ball_grid/public/balls/dv8-damn-good-verge-pearl_0.png?itok=IZoOVQ2U 1x,dv8,Apr-22,TRUE,FALSE,"The Damn Good Verge was developed by us to provide control and predictability across the bowling alley for medium to high volume oil samples. We wanted to achieve the same reaction for the Damn Good Verge Pearl, but for medium oil conditions. We found that we were able to generate the additional kick through the front area of the track with the Inciter Pearl Coverstock in conjunction with our Crown Factory Polish. The predictable movement in the break area could be retained, which was a great factor with the original. Threshold Medium Differential I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",Inciter Pearl Coverstock,N/A,Pearl Reactive,Threshold M.D. Core,Threshold Medium Differential,Symmetric,"{'RG': 2.605, 'Diff': 0.042, 'MB Diff': None}","{'RG': 2.582, 'Diff': 0.042, 'MB Diff': None}","{'RG': 2.483, 'Diff': 0.037, 'MB Diff': None}","{'RG': 2.467, 'Diff': 0.037, 'MB Diff': None}","{'RG': 2.482, 'Diff': 0.032, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/motiv/blue-coral-venom,,motiv,Apr-22,TRUE,FALSE,"The Blue Coral Venom™ is the first ever hybrid asymmetric found in the 10-year history of the Venom™ line. The latest stage of evolution in the wildly successful Venom™ line, the Blue Coral Venom™ focuses on versatility and benchmark reaction for moderately high friction surfaces. An upgrade to the Venom™ Recoil, the Blue Coral Venom™ provides more traction in the oil with a stronger and more continuous down lane motion. With the Coercion™ MFH Reactive cover, the Blue Coral Venom™ provides plenty of length through the front of the lane, while picking up in the middle of the lane with a smooth and controllable transition. This hybrid cover is remarkable thanks to its ability to provide traction in the oil, without sacrificing control down lane. This performance provides the strength and incredible versatility that the Venom™ line is known for. Versatility is also what makes the Gear™ APG core special.  Its low differential and asymmetry allow the Blue Coral Venom™ to attack the pins from shallower angles using a more aggressive cover stock.  Originally deployed because weight holes were being eliminated, the slight asymmetry of this core gives ball drillers more options than a typical symmetric design.  I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",4000 LSS,Coercion MFH (Medium Friction Hybrid) Coverstock,N/A,Hybrid Reactive,Gear APG Core,N/A,Asymmetric,"{'RG': 2.63, 'Diff': 0.02, 'MB Diff': 0.007}","{'RG': 2.56, 'Diff': 0.028, 'MB Diff': 0.009}","{'RG': 2.5, 'Diff': 0.033, 'MB Diff': 0.013}","{'RG': 2.47, 'Diff': 0.036, 'MB Diff': 0.013}","{'RG': 2.48, 'Diff': 0.032, 'MB Diff': 0.011}"
https://www.bowwwl.com/bowling-ball-database/storm/q-tour-blue,/sites/default/files/styles/ball_grid/public/balls/storm-iq-tour-blue.png?itok=m-Nz4Y6f 1x,storm,Apr-22,TRUE,TRUE,"Translated from Japanese: It is the appearance of IQ Tour Blue from the IQ series that many people have great trusted. IT INHERITS THE CHARACTERISTICS OF THE IQ SERIES AND HAS STABLE STRAIGHTNESS IN FRONT OF THE LANE. It goes well with medium to medium dry conditions, the lane width is not very large, and pitching on tight lines is a desirable ball. The stable cover ""R2X™"" solid reactive and ""C3™"" centripital control core, which is not only as strong as oil, is excellently compatible, and it is an arc-like bend by leaning from the break point to the pin. The ease of taking the pitching line is a masterpiece. Workable and forgiving, the C3 Centripetal Control Core is a design that revs up quickly, providing a smoother change of direction downlane. This shape is beneficial for players requiring control at the breakpoint. Used only in the !Q Tour series of balls, this core is precisely designed and manufactured using proprietary technology. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,R2X Solid Coverstock,"Slightly more aggressive than the famed R2S coverstock material, the R2X is right in the middle of Storm’s reactivity chart. It is the perfect balance of porosity and durably. It doesn’t grab too early, but doesn’t go too long either. Its versatility can benefit numerous bowlers of various styles.",Solid Reactive,C3 Centripetal Control Core,"Workable and forgiving, the C3 Centripetal Control Core is a design that revs up quickly, providing a smoother change of direction downlane. This shape is beneficial for players requiring control at the breakpoint. Used only in the !Q Tour series of balls, this core is precisely designed and manufactured using proprietary technology.",Symmetric,"{'RG': 2.65, 'Diff': 0.035, 'MB Diff': None}","{'RG': 2.59, 'Diff': 0.045, 'MB Diff': None}","{'RG': 2.54, 'Diff': 0.034, 'MB Diff': None}","{'RG': 2.49, 'Diff': 0.029, 'MB Diff': None}","{'RG': 2.49, 'Diff': 0.035, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/storm/ghost-lock,/sites/default/files/styles/ball_grid/public/balls/storm-ghost-lock.png?itok=u0hmLdbX 1x,storm,Apr-22,TRUE,TRUE,"Translated from Japanese: It is the appearance of Ghost Lock adopting the cover stock of the long-awaited solid material, ""NRG-2™"" solid reactive. It shows a tremendous rolling on the oil in front of the lane, and it moves around the axis while maintaining moderate frictional force, so it has excellent stability. It also maintains rotational speed on the back end, making it a very strong arc-like bend. By finishing the solid material to 1500 grit polish, there is no movement to rampage and head to the pocket. Mass production of strikes with its intense pin action. Flare potential is synonymous with the RAD-X name. Its dynamic design with super-dense materials produces superior hook and ball motion. There is no shortage of power in this engine. With over 6 inches of flare potential ready to be unleashed, the player will be able to create a ball motion that demands attention. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,NRG 2 Solid Coverstock,N/A,Solid Reactive,RAD-X Core,"Flare potential is synonymous with the RAD-X name. Its dynamic design with super-dense materials produces superior hook and ball motion. There is no shortage of power in this engine. With over 6 inches of flare potential ready to be unleashed, the player will be able to create a ball motion that demands attention.",Asymmetric,"{'RG': 2.59, 'Diff': 0.029, 'MB Diff': 0.008}","{'RG': 2.57, 'Diff': 0.032, 'MB Diff': 0.01}","{'RG': 2.52, 'Diff': 0.054, 'MB Diff': 0.017}","{'RG': 2.48, 'Diff': 0.054, 'MB Diff': 0.018}","{'RG': 2.47, 'Diff': 0.055, 'MB Diff': 0.019}"
https://www.bowwwl.com/bowling-ball-database/columbia-300/speed,/sites/default/files/styles/ball_grid/public/balls/columbia-300-speed.png?itok=X1iGH7FS 1x,columbia-300,Mar-22,TRUE,FALSE,"Columbia 300 brings you the new Speed. We started with the successful Power Torq and set out to create a solid asymmetric motion, perfect for a first ball out of the bag or when symmetric balls like the Power Torq are too clean. The strength of the Speed comes from the all-new cover and core combination. The new Formula 1 cover uses chemistry similar to the popular ERT formulation, but our chemists used a new additive that promotes stronger adhesion throughout the entire lane. We combined the Formula 1 cover with the new super aggressive Shifter core to ensure significantly more overall hook than the Power Torq.  I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1500 Siaair Micro Pad,Formula 1 Hybrid Coverstock,N/A,Hybrid Reactive,Shifter Core,N/A,Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.494, 'Diff': 0.05, 'MB Diff': 0.015}","{'RG': 2.478, 'Diff': 0.05, 'MB Diff': 0.015}","{'RG': 2.48, 'Diff': 0.049, 'MB Diff': 0.015}"
https://www.bowwwl.com/bowling-ball-database/brunswick/defender,/sites/default/files/styles/ball_grid/public/balls/brunswick-defender.png?itok=X9fclR0I 1x,brunswick,Mar-22,TRUE,FALSE,"Super hero look. Super hero performance thanks to the Portal X core and ACT 3.0 Solid coverstock! By adding a dense flip block to the original Prism core, we've raised the RG and total differential enhancing down-lane motion in the Defender! I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/2000 Siaair Micro Pad,ACT 3.0 Solid Coverstock,N/A,Solid Reactive,Portal X Core,N/A,Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.498, 'Diff': 0.054, 'MB Diff': 0.015}","{'RG': 2.473, 'Diff': 0.054, 'MB Diff': 0.015}","{'RG': 2.489, 'Diff': 0.046, 'MB Diff': 0.013}"
https://www.bowwwl.com/bowling-ball-database/radical/bigfoot,/sites/default/files/styles/ball_grid/public/balls/radical-bigfoot.png?itok=XT41FNZx 1x,radical,Mar-22,TRUE,FALSE,"Our number one selling symmetrical ball was the Squatch. Here we have made significant changes to the Squatch technology; we reconfigured and reengineered the original Squatch core to produce a new and improved version called Bigfoot. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",TP-1+ Coverstock,N/A,Pearl Reactive,Bigfoot Core,N/A,Symmetric,"{'RG': 2.597, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.574, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.484, 'Diff': 0.053, 'MB Diff': None}","{'RG': 2.468, 'Diff': 0.053, 'MB Diff': None}","{'RG': 2.481, 'Diff': 0.047, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/900-global/dream-shift,/sites/default/files/styles/ball_grid/public/balls/900-global-dream-shift.png?itok=ZshS_0PM 1x,900-global,Mar-22,TRUE,TRUE,"Introducing the revolutionary cover stock 75M from the highly acclaimed Dream series! This newly developed cover stock brings a whole new level of performance to the table, undergoing a complete revitalization to enhance your bowling experience. Not only does the 75M cover stock provide exceptional durability and longevity, but it also offers unparalleled versatility. Paired with the meticulously engineered Identity Core, this ball is specifically designed to cater to bowlers of all styles. No matter your technique or approach, this ball adapts seamlessly to deliver impressive results. Prepare to dominate on medium to heavy lane conditions as the 75M cover stock delivers a potent reaction like never before. With its ability to adjust its surface, this ball ensures a consistent and powerful response across a diverse range of environments, giving you the edge you need to outperform the competition. Experience the next level of bowling performance with the innovative cover stock 75M, designed to redefine your game and elevate your success to new heights! I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,75M Hybrid Coverstock,N/A,Hybrid Reactive,Identity Core,N/A,Asymmetric,"{'RG': 2.65, 'Diff': 0.035, 'MB Diff': 0.008}","{'RG': 2.59, 'Diff': 0.045, 'MB Diff': 0.01}","{'RG': 2.52, 'Diff': 0.054, 'MB Diff': 0.02}","{'RG': 2.48, 'Diff': 0.054, 'MB Diff': 0.024}","{'RG': 2.48, 'Diff': 0.054, 'MB Diff': 0.021}"
https://www.bowwwl.com/bowling-ball-database/hammer/3-d-offset-red-solid,/sites/default/files/styles/ball_grid/public/balls/hammer-3d-offset-red-solid.png?itok=p7GfdtUo 1x,hammer,Mar-22,TRUE,TRUE,"I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1000/2000 Siaair Micro Pad,Aggression NE Solid Coverstock,N/A,Solid Reactive,High Rev Offset Core,N/A,Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.505, 'Diff': 0.053, 'MB Diff': 0.008}","{'RG': 2.489, 'Diff': 0.053, 'MB Diff': 0.008}","{'RG': 2.501, 'Diff': 0.046, 'MB Diff': 0.007}"
https://www.bowwwl.com/bowling-ball-database/roto-grip/gem,/sites/default/files/styles/ball_grid/public/balls/roto-grip-gem_0_0.png?itok=1SrBeMyL 1x,roto-grip,Mar-22,TRUE,FALSE,"Brilliant. Extraordinary. Magnificent. Call it what you will, but we prefer to call this beauty exactly what it is, a GEM™. Not only will its breathtakingly good looks mesmerize your competition, but its overall performance will as well thanks to the inner treasure known as the Defiant™ LRG Core - (the lowest RG asymmetrical core Roto Grip has ever created.) Which means this is by far the fastest revving asymmetrical core we have ever produced. And well, we couldn’t just stop there, so we wrapped this monstrosity of a core with the most aggressive solid coverstock we make known as MicroTrax™ Solid Reactive. Making this ball dazzle on those Heavier Oil Conditions. Sometimes evolution can spark new life into technology from yesteryear. Such is the case with our latest introduction to the HP4 Line of balls. With recent more in-depth studies of flare migration and core tendencies we circled the wagons back to the Defiant Series of bowling balls which featured a core ahead of its time regarding flare migration in order to create a longer constant motion. Upon further review and testing, we found that by altering the composite of this core shape, we were able to create the fastest revving, strongest continuing, lowest RG asymmetrical core we have ever offered in the history of ever now known as the DEFIANT™ LRG CORE. Originally introduced in the GEM, the Defiant LRG Core has brought style, pizzaz and honor scores to bowlers of every skill set around the globe. Thanks largely in part to the density composition of this core, it sets the standard as the fastest revving, strongest continuing, lowest RG asymmetrical core across our lines. So, if strong and continuous is what you are in the market for, then look no further than this part right here. No matter your style or your number of revs on the ball, this core will get into a roll and keep rolling every single time. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",2000 Abralon,MicroTrax Solid Coverstock,The MicroTrax (Micro Nanoparticle Traction) Coverstock offers the optimum balance of midlane traction and responsiveness to friction thanks the blend of nanoparticles throughout the coverstock. This formulation maintains its surface profile texture longer to ensure you get maximum performance while displacing oil at an above average rate compared to other coverstock materials on the market today. Engineered for Medium/Heavy to Heavy Oil Conditions,Particle Reactive,Defiant LRG Core,"Sometimes evolution can spark new life into technology from yesteryear. Such is the case with our latest introduction to the HP4 Line of balls. With recent more in-depth studies of flare migration and core tendencies we circled the wagons back to the Defiant Series of bowling balls which featured a core ahead of its time regarding flare migration in order to create a longer constant motion. Upon further review and testing, we found that by altering the composite of this core shape, we were able to create the fastest revving, strongest continuing, lowest RG asymmetrical core we have ever offered in the history of ever now known as the DEFIANT™ LRG CORE. Originally introduced in the GEM, the Defiant LRG Core has brought style, pizzaz and honor scores to bowlers of every skill set around the globe. Thanks largely in part to the density composition of this core, it sets the standard as the fastest revving, strongest continuing, lowest RG asymmetrical core across our lines. So, if strong and continuous is what you are in the market for, then look no further than this part right here. No matter your style or your number of revs on the ball, this core will get into a roll and keep rolling every single time.",Asymmetric,"{'RG': 2.59, 'Diff': 0.029, 'MB Diff': 0.008}","{'RG': 2.57, 'Diff': 0.032, 'MB Diff': 0.01}","{'RG': 2.5, 'Diff': 0.052, 'MB Diff': 0.015}","{'RG': 2.47, 'Diff': 0.053, 'MB Diff': 0.016}","{'RG': 2.47, 'Diff': 0.051, 'MB Diff': 0.016}"
https://www.bowwwl.com/bowling-ball-database/motiv/mythic-jackal,,motiv,Mar-22,TRUE,FALSE,"Meet the Mythic Jackal, a new kind of hybrid.  Our engineering goal with this ball was to create as much angle as possible while still providing true heavy oil performance attributes.  So often, shiny asyms are only ideal for moderate conditions so we set out to create a different kind of animal.  Now, when high volume patterns begin to transition and you need to create angle, the Mythic Jackal with 2:1 hybrid technology delivers exactly what you need. The Predator™ V2 is the gold standard for high performance core design and it’s at the center of the Mythic Jackal.  It’s the same core found in the Jackal Ghost, the longest running asymmetrical bowling ball in the industry, now celebrating a 5-year anniversary!  This low RG / high differential asymmetric core has never before been combined with a hybrid cover stock on a worldwide Jackal release.  The Mythic is the first.  The Mythic Jackal is also the first to feature Infusion HV 2:1 Hybrid Reactive cover technology. This means the shell features twice as much pearl as solid cover material.  This enables it to create incredible angle down lane without completely sacrificing traction.  The 33% load of solid cover gives the Mythic Jackal a strong footprint on the lane in heavy oil while the 67% load of pearl yields a powerful backend motion.    I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",5000 LSP,Infusion HV 2:1 Hybrid Coverstock,N/A,Hybrid Reactive,Predator V2 Core,N/A,Asymmetric,"{'RG': 2.64, 'Diff': 0.03, 'MB Diff': 0.01}","{'RG': 2.57, 'Diff': 0.04, 'MB Diff': 0.011}","{'RG': 2.51, 'Diff': 0.049, 'MB Diff': 0.014}","{'RG': 2.47, 'Diff': 0.054, 'MB Diff': 0.015}","{'RG': 2.48, 'Diff': 0.047, 'MB Diff': 0.013}"
https://www.bowwwl.com/bowling-ball-database/storm/shadow-lock,/sites/default/files/styles/ball_grid/public/balls/storm-shadow-lock.png?itok=y-g-yXiO 1x,storm,Mar-22,TRUE,TRUE,"Introducing Shadow Lock, an innovative bowling ball that combines the renowned R2S™ pearl reactive cover stock with the revolutionary RAD-X Core. This exceptional fusion delivers outstanding overall hook potential, granting impressive control and precision on the lanes. Not only does Shadow Lock deliver substantial hooking action, but it also packs a powerful punch, ensuring pins scatter with every impact. Brace yourself for a new level of bowling excellence as “Shadow Lock” elevates your game to extraordinary heights! Flare potential is synonymous with the RAD-X name. Its dynamic design with super-dense materials produces superior hook and ball motion. There is no shortage of power in this engine. With over 6 inches of flare potential ready to be unleashed, the player will be able to create a ball motion that demands attention. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,R2S Pearl Coverstock,"R2S is synonymous with some of the most successful balls in recent history like the Hy-Road, Frantic, and the IQ Tour. It is renowned for clearing the front part of the lane with an unprecedented movement on the backend. The consistency of this shell through the heads is something to be marveled at.",Pearl Reactive,RAD-X Core,"Flare potential is synonymous with the RAD-X name. Its dynamic design with super-dense materials produces superior hook and ball motion. There is no shortage of power in this engine. With over 6 inches of flare potential ready to be unleashed, the player will be able to create a ball motion that demands attention.",Asymmetric,"{'RG': 2.59, 'Diff': 0.029, 'MB Diff': 0.008}","{'RG': 2.57, 'Diff': 0.032, 'MB Diff': 0.01}","{'RG': 2.52, 'Diff': 0.054, 'MB Diff': 0.017}","{'RG': 2.48, 'Diff': 0.054, 'MB Diff': 0.018}","{'RG': 2.47, 'Diff': 0.055, 'MB Diff': 0.019}"
https://www.bowwwl.com/bowling-ball-database/storm/marvel-maxx-tour,/sites/default/files/styles/ball_grid/public/balls/storm-marvel-maxx-tour.png?itok=uurABbot 1x,storm,Mar-22,TRUE,TRUE,"Translated from Japanese: Marvel Maxx Tour is from the marvel series with a built-in centripital ™ core with excellent stable performance. ""NEX™"" material is adopted and it shows a high straight rolling in front of the lane. On the back end, the pin action is very good because it goes to the pin with a constant movement without losing this rolling. Since the breakpoint is also constant by flare without blurring, it is a product that is easy to respond to lane changes. Custom-engineered for the player who desires low, stable spin with forgiveness, the Centripetal Core features a center of gravity that is extremely low. The innovative cascading channels engage the circumference of the weight block and maximize mid-lane control with a smoother change of direction downlane. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,NeX Hybrid Coverstock,N/A,Hybrid Reactive,Centripetal Core,"Custom-engineered for the player who desires low, stable spin with forgiveness, the Centripetal Core features a center of gravity that is extremely low. The innovative cascading channels engage the circumference of the weight block and maximize mid-lane control with a smoother change of direction downlane.",Symmetric,"{'RG': 2.65, 'Diff': 0.035, 'MB Diff': None}","{'RG': 2.59, 'Diff': 0.045, 'MB Diff': None}","{'RG': 2.53, 'Diff': 0.049, 'MB Diff': None}","{'RG': 2.48, 'Diff': 0.05, 'MB Diff': None}","{'RG': 2.48, 'Diff': 0.052, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/storm/pure-physix,/sites/default/files/styles/ball_grid/public/balls/storm-pure-physix.png?itok=c8woK4Qr 1x,storm,Mar-22,TRUE,TRUE,"Translated from Japanese:  This time, I adopt the cover stock ""REX™"" material used for the popular work dark code. Pure Physix is born from the world-famous Physix. The ""REX™"" material goes well with the atomic ™ core, and the running in front of the lane has moderate frictional force, but it is a product that emphasizes the size of the backend in the series. There is a sharp sharpness in front of the pin and the pin action is outstanding. it has a pocket width like no other. It is difficult to be influenced by the shades of oil, and it is finished in a product with a high overall ability. Firmly ensconced at the top of the Storm performance heap is the all-new Atomic Core. Yes, it officially boasts a 0.053 total differential in a 15 pound ball, and the rest of its prodigious oomph accepts credit from the strategically placed inlets surrounding the oval bolt and greater mass displacement along the z-axis creating an enhanced intermediate differential. The sculpted Oval Bolt in the center of the Atomic Core only heightens its performance character. This extremely center-heavy shape drives the RG low (2.48 in 15lb) and gets the ball moving in a dangerous way. The bowler doesn’t have to use as much energy at release because the Atomic Core is less resistant to changing direction versus a design that has a high RG. Add in a generous amount of differential, and the Infinite PhysiX further sets itself apart from other asymmetric concepts. Don’t thank us, thank science. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,ReX Pearl Coverstock,"Traditionally, the term “hybrid” suggests that both solid and pearl components coexist within a coverstock. We saw a better way for hybrids and took it. When we joined R2S™ with NeX™ in the lab, the results exceeded our expectations. In our testing, we discovered that the Dark Code read the midlane slightly sooner than the Code Black™ thanks to its NeX foundation but produced similar backend and entry angle numbers because the chemical porosity of R2S is slightly more compact than NeX. We left nothing to chance with this one. Thus, ReX a.k.a. “Reactor Extreme” was born. Crankers will discover this type of pearl formulation to be more versatile in average conditions. Tweeners will crave this type of reaction to play to their strengths even on fresh conditions. Strokers gain easy access to power and backend the likes of which are not easily obtained in today’s high-volume environment. The Infinite PhysiX pushes the limits of performance, tech, and design. ReX adjusts the response time to friction that’s not as quick as R2S™ and not quite as slow as NeX™. What’s realized is a cover that fits a far-reaching diversity of forms, approaches, and styles. The bowler’s feel becomes heightened as they’re more connected to a ball that responds to their release with absolute fidelity. This helps optimize traction and control in a variety of playing conditions.",Pearl Reactive,Atomic Core,"Firmly ensconced at the top of the Storm performance heap is the all-new Atomic Core. Yes, it officially boasts a 0.053 total differential in a 15 pound ball, and the rest of its prodigious oomph accepts credit from the strategically placed inlets surrounding the oval bolt and greater mass displacement along the z-axis creating an enhanced intermediate differential. The sculpted Oval Bolt in the center of the Atomic Core only heightens its performance character. This extremely center-heavy shape drives the RG low (2.48 in 15lb) and gets the ball moving in a dangerous way. The bowler doesn’t have to use as much energy at release because the Atomic Core is less resistant to changing direction versus a design that has a high RG. Add in a generous amount of differential, and the Infinite PhysiX further sets itself apart from other asymmetric concepts. Don’t thank us, thank science.",Asymmetric,"{'RG': 2.59, 'Diff': 0.029, 'MB Diff': 0.008}","{'RG': 2.57, 'Diff': 0.032, 'MB Diff': 0.01}","{'RG': 2.53, 'Diff': 0.052, 'MB Diff': 0.015}","{'RG': 2.48, 'Diff': 0.053, 'MB Diff': 0.017}","{'RG': 2.48, 'Diff': 0.054, 'MB Diff': 0.017}"
https://www.bowwwl.com/bowling-ball-database/ebonite/game-breaker-4-pearl,/sites/default/files/styles/ball_grid/public/balls/ebonite-game-breaker-4-pearl.png?itok=abEIfFWR 1x,ebonite,Feb-22,TRUE,FALSE,"It is hard to beat a Game Breaker, this series always performs, and bowlers know they can rely on it. The GB4 was a fantastic release last year for Ebonite, and we are following it up with a pearl version. Compared to the GB4 Solid, you can expect a much cleaner ball motion with excellent continuation. This ball will not be the longest and strongest pearl ball in your bag. However, it will be the most versatile and useful on a wide variety of conditions. The Enhanced V2 core has been a staple in the Game Breaker line for years. This low RG, medium differential combination produces easy revs throughout the entire lane. The flare potential this core offers is large enough to create a strong, yet predictable move to the pocket at the backend of the lane.  I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",GB 12.0 Pearl Coverstock,"Our brand new GB 12.0 Pearl cover is based on the original chemistry of the proven GB 10.7. Compared to its hybrid counterpart, this version of our GB 12.0 creates less friction in the mid-lane with more being created at the back end. The aggressive 3000 Abralon finish matches up perfectly with medium to heavy oil patterns. ",Pearl Reactive,Enhanced V2 Core,"The Enhanced V2 core has been a staple in the Game Breaker line for years. This low RG, medium differential combination produces easy revs throughout the entire lane. The flare potential this core offers is large enough to create a strong, yet predictable move to the pocket at the backend of the lane. ",Symmetric,"{'RG': 2.597, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.574, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.517, 'Diff': 0.048, 'MB Diff': None}","{'RG': 2.48, 'Diff': 0.048, 'MB Diff': None}","{'RG': 2.491, 'Diff': 0.041, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/dv8/collision,/sites/default/files/styles/ball_grid/public/balls/dv8-collision.png?itok=QVktPNdF 1x,dv8,Feb-22,TRUE,FALSE,"The DV8 brand saw a nice uptick due to some great performing products like the Hell Raiser series and Damn Good Verge last year. We’re ready to kick off 2022 the same way with a new Pro-Performance series called Collision! First and foremost, the Collision is gorgeous and stands out with black, silver, and bright pink. It also performs; this polished hybrid with a new core and cover combo does not lack the backend motion bowlers love to see. Make sure you test and see this one go down the lane; you will be impressed. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",Inciter Max Continuation Coverstock,N/A,Hybrid Reactive,Collision Core,N/A,Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.479, 'Diff': 0.052, 'MB Diff': 0.019}","{'RG': 2.462, 'Diff': 0.052, 'MB Diff': 0.019}","{'RG': 2.477, 'Diff': 0.05, 'MB Diff': 0.018}"
https://www.bowwwl.com/bowling-ball-database/hammer/black-widow-urethane-pink-pearl,/sites/default/files/styles/ball_grid/public/balls/hammer-black-widow-pink-urethane.png?itok=PR0xiHGX 1x,hammer,Feb-22,TRUE,FALSE,"The Pink Pearl was extremely popular as a reactive Black Widow, and we expect it to kill since it now uses the Purple Pearl Urethane cover formulation. The Black Widow core makes it an excellent choice for bowlers who didn’t see enough hook from the Purple Pearl Urethane. And just like the Purple, every competitive bowler will have to have this ball in their arsenal. The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",360/800 Siaair Micro Pad,Urethane Pearl Coverstock,"Unlike modern covers that produce a violent reaction at the breakpoint, this proven staple is all about giving the user ultimate control of the entire lane. The immediate success of our real, thick-shelled Black Urethane had our fans begging for more! To satisfy their desires, we have developed the perfect pearlized, thick-shelled coverstock to compliment the Black Urethane. Old school technology with new school hitting power. Because nothing hits like a Hammer. ",Urethane Pearl,Gas Mask Core,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite.",Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.5, 'Diff': 0.056, 'MB Diff': 0.016}","{'RG': 2.5, 'Diff': 0.058, 'MB Diff': 0.016}","{'RG': 2.51, 'Diff': 0.048, 'MB Diff': 0.015}"
